,Unnamed: 0,name,year,score,voters_count,plot
176,176, Dumb and Dumber,1994,7.3,410K,"After a woman leaves a briefcase at the airport terminal, a dumb limo driver and his dumber friend set out on a hilarious cross-country road trip to Aspen to return it."
177,177, Platoon,1986,8.1,438K,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict."
178,178, Irreversible,2002,7.3,147K,Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in an underpass tunnel.
179,179, E.T. the Extra-Terrestrial,1982,7.9,436K,A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.
180,180, True Romance,1993,7.9,242K,"In Detroit, a pop culture nerd steals cocaine from his new wife's pimp and tries to sell it in Hollywood, prompting the mobsters who own the drugs to pursue the couple."
181,181, Thirteen,2003,6.8,98K,"A thirteen-year-old girl's relationship with her mother is put to the test as she discovers drugs, sex, and petty crime in the company of her cool but troubled best friend."
182,182, Life Is Beautiful,1997,8.6,740K,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp."
183,183, The Devil's Advocate,1997,7.5,400K,An exceptionally-adept Florida lawyer is offered a job at a high-end New York City law firm with a high-end boss--the biggest opportunity of his career to date.
184,184, The Sixth Sense,1999,8.2,1M,"Malcolm Crowe, a child psychologist, starts treating a young boy, Cole, who encounters dead people and convinces him to help them. In turn, Cole helps Malcolm reconcile with his estranged wife."
185,185, Casino,1995,8.2,561K,"In Las Vegas, two best friends - a casino executive and a mafia enforcer - compete for a gambling empire and a fast-living, fast-loving socialite."
186,186, Rad,1986,6.7,7K,"The story of one young man, Cru Jones, who has the intensity and desire to win a BMX race called Helltrack."
187,187, Dark City,1998,7.6,212K,"A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from."
188,188, Trainspotting,1996,8.1,723K,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends."
189,189, Footloose,1984,6.6,91K,"A city teenager moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace."
190,190, The Incredibles,2004,8.0,805K,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world."
191,191, Red Eye,2005,6.5,136K,"A woman is kidnapped by a stranger on a routine flight. Threatened by the potential murder of her father, she is pulled into a plot to assist her captor in a political assassination."
192,192, National Lampoon's Animal House,1978,7.4,129K,"At a 1962 college, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him."
193,193, Boogie Nights,1997,7.9,281K,"Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent."
194,194, Shrek,2001,7.9,731K,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back."
195,195, The Butterfly Effect,2004,7.6,520K,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal."
196,196, Police Academy,1984,6.7,137K,"A group of good-hearted, but incompetent misfits enter the police academy, but the instructors there are not going to put up with their pranks."
197,197, The 40-Year-Old Virgin,2005,7.1,465K,"Goaded by his buddies, a nerdy guy who's never ""done the deed"" only finds the pressure mounting when he meets a single mother."
198,198, Die Hard,1988,8.2,942K,A New York City police officer tries to save his estranged wife and several others taken hostage by terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.
199,199, Kids,1995,7.0,84K,"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins."
200,200, Lost in Translation,2003,7.7,487K,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.
201,201, RoboCop,1987,7.6,282K,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories."
202,202, Insomnia,2002,7.2,318K,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.
203,203, The Girl Next Door,2004,6.7,239K,A teenager's dreams come true when a former porn star moves in next door and they fall in love.
204,204, Apollo 13,1995,7.7,314K,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
205,205, Legend,1985,6.3,72K,A young man must stop the Lord of Darkness from destroying daylight and marrying the woman he loves.
206,206, Predator,1987,7.8,453K,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.
207,207, Men in Black,1997,7.3,610K,"James, an NYC cop, is hired by Agent K of a secret government agency that monitors extraterrestrial life on Earth. Together, they must recover an item that has been stolen by an intergalactic villain."
208,208, Dawn of the Dead,2004,7.3,271K,"A nurse, a policeman, a young married couple, a salesman and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall."
209,209, V for Vendetta,2005,8.2,1.2M,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman."
210,210, Love Actually,2003,7.6,530K,"Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England."
211,211, Unfaithful,2002,6.7,98K,A New York suburban couple's marriage goes dangerously awry when the wife indulges in an adulterous fling.
212,212, Amadeus,1984,8.4,426K,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him."
213,213, Star Wars: Episode III - Revenge of the Sith,2005,7.6,842K,"Three years into the Clone Wars, Obi-Wan pursues a new threat, while Anakin is lured by Chancellor Palpatine into a sinister plot to rule the galaxy."
214,214, Van Helsing,2004,6.1,284K,"The famed monster hunter is sent to Transylvania to stop Count Dracula, who is using Dr. Frankenstein's research and a werewolf for nefarious purposes."
215,215, Groundhog Day,1993,8.0,682K,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day."
216,216, Mr. & Mrs. Smith,2005,6.5,539K,A bored married couple is surprised to learn that they are both assassins hired by competing agencies to kill each other.
217,217, The Exorcist,1973,8.1,453K,"When a young girl is possessed by a mysterious entity, her mother seeks the help of two Catholic priests to save her life."
218,218, Secretary,2002,6.9,98K,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one."
219,219, Blue Velvet,1986,7.7,215K,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child."
220,220, Legally Blonde,2001,6.5,246K,"Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school. While she is there, she figures out that there is more to her than just looks."
221,221, Toy Story,1995,8.3,1.1M,A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.
222,222, The Mask,1994,6.9,418K,Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.
223,223, Cannibal Holocaust,1980,5.8,61K,"During a rescue mission into the Amazon rainforest, a professor stumbles across lost film shot by a missing documentary crew."
224,224, Out of Sight,1998,7.0,99K,"A career bank robber breaks out of jail, and shares a moment of mutual attraction with a U.S. Marshal he has kidnapped."
225,225, Star Wars: Episode VI - Return of the Jedi,1983,8.3,1.1M,"After rescuing Han Solo from Jabba the Hutt, the Rebels attempt to destroy the second Death Star, while Luke struggles to help Darth Vader back from the dark side."
226,226, The Count of Monte Cristo,2002,7.7,148K,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge."
227,227, Caligula,1979,5.3,38K,"A dramatization of the ascent to Caesar and subsequent reign of Caligula, one of the most notorious leaders of ancient Rome. We see his ambition, his scheming, his perversion and decadence, his brutality and his lunacy."
